author,location,content,properties
"{""properties"":{""friends"":770,""verified"":false,""status_count"":88240}}","{""longitude"":0.061120999999999995,""country"":""GB"",""latitude"":51.64090092075878}","{""body"":""@rovingrobot @TakedownMRAs What am I ignorant of? That was my experience as a feminist.""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":868,""verified"":false,""status_count"":36824}}","{""longitude"":-2.2334800000000006,""country"":""GB"",""latitude"":53.456983702037085}","{""body"":""@cumkinggg nah I got burnt like this in 2013 and I promise you my nose is still red""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":93,""verified"":false,""status_count"":180}}","{""longitude"":-2.7751315,""country"":""GB"",""latitude"":54.07111124598568}","{""body"":""Syncopated Ladies Salute A Legend https://t.co/kNi6JIsPlh via @YouTube ❤️ this""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":238,""verified"":false,""status_count"":29927}}","{""longitude"":-2.59307021,""country"":""GB"",""latitude"":51.46058176}","{""body"":""I'm at Studio 58, Bristol in Bristol https://t.co/iHUbv18pUH""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":909,""verified"":false,""status_count"":6671}}","{""longitude"":-4.2417515,""country"":""GB"",""latitude"":55.85839558130999}","{""body"":""@Ragam_Ind https://t.co/iznBY7zeHK""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":3602,""verified"":false,""status_count"":40916}}","{""longitude"":-3.4281204999999995,""country"":""GB"",""latitude"":51.57917782699761}","{""body"":""Look how late it is time flys well night all sweet dreams 2all battling cancer sending u hugs remember #NeverGiveUp https://t.co/CRnVU3HLgH""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":887,""verified"":false,""status_count"":25647}}","{""longitude"":-0.09263300000000001,""country"":""GB"",""latitude"":51.35895133231162}","{""body"":""But it's okay bc \""the Caribbean is smaller and less relevant, it's not a continent\""""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":601,""verified"":false,""status_count"":60379}}","{""longitude"":-0.102162,""country"":""GB"",""latitude"":51.58792119344532}","{""body"":""🍃 / 🍻 / 💊 / 🍼🍇..\nWhich one are you about?🌊 \n\n#CRASHCOURSE OUT NOW!! \n\n🎥Video on the wayyyy ✨\n\nhttps://t.co/cUGGcStTd1""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":4991,""verified"":false,""status_count"":7350}}","{""longitude"":-1.3043975,""country"":""GB"",""latitude"":53.69084911812594}","{""body"":""Great legs xxx https://t.co/yUnBACubSn""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":526,""verified"":false,""status_count"":13108}}","{""longitude"":-3.5995934999999992,""country"":""GB"",""latitude"":55.976014754249945}","{""body"":""Worst for putting stuff down then forgetting where I've put it""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":195,""verified"":false,""status_count"":2615}}","{""longitude"":0.026298999999999996,""country"":""GB"",""latitude"":51.394368557245095}","{""body"":""@SoccerSix #SoccerSixNashGrier 🙏🏼🙏🏼🙋🏼🙋🏼🙋🏼me it would be the bestttttt🙋🏼🙋🏼🙋🏼🙋🏼""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1201,""verified"":false,""status_count"":28729}}","{""longitude"":-0.8190824999999997,""country"":""GB"",""latitude"":52.44135209651315}","{""body"":""☹️☹️""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1241,""verified"":false,""status_count"":14383}}","{""longitude"":-3.1798,""country"":""GB"",""latitude"":51.49704302186007}","{""body"":""@leoncbarton i had Andrew Ridgley's autograph on a napkin as it happens. No idea where that is now""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":453,""verified"":false,""status_count"":16321}}","{""longitude"":-4.2417515,""country"":""GB"",""latitude"":55.85839558130999}","{""body"":""@cristianriego Se mide normalmente tasa de homicidios y delitos violentos, ie, lesiones.""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":512,""verified"":false,""status_count"":40618}}","{""longitude"":-1.4496120000000003,""country"":""GB"",""latitude"":53.38322877572023}","{""body"":""Fatty Magoo Fatty Magoo Magoo Magoo Magoo Magoo""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":528,""verified"":false,""status_count"":21036}}","{""longitude"":0.1618535,""country"":""GB"",""latitude"":51.479518714513524}","{""body"":""It's not really but Dylan is the only man for me. Bros before hoes. Can't let no fuckboy get in the way https://t.co/vIYAlceEWm""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":2307,""verified"":false,""status_count"":115513}}","{""longitude"":-0.8829510000000002,""country"":""GB"",""latitude"":52.23888471672323}","{""body"":""@oceandxst me and my friends still occasionally blast it in the car""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1065,""verified"":false,""status_count"":113205}}","{""longitude"":-0.15940300000000002,""country"":""GB"",""latitude"":51.54244893903978}","{""body"":""@shanssterling it wouldn't be a short answer. To do my best, we can think about value to the individual, value to the public, value to..""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1771,""verified"":false,""status_count"":14773}}","{""longitude"":-2.2334800000000006,""country"":""GB"",""latitude"":53.456983702037085}","{""body"":""@charleycusack_ I couldn't tell you, I have a love hate relationship with them!! Thank you""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":752,""verified"":false,""status_count"":41810}}","{""longitude"":-0.11540599999999997,""country"":""GB"",""latitude"":51.46034516709653}","{""body"":""Love my bro  https://t.co/nLLGwf1JeF""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":520,""verified"":false,""status_count"":117536}}","{""longitude"":0.07886299999999999,""country"":""GB"",""latitude"":51.58500991494593}","{""body"":""@girl_vintage LOL, that one was kinda... not logical.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1053,""verified"":false,""status_count"":79353}}","{""longitude"":-0.15940300000000002,""country"":""GB"",""latitude"":51.54244893903978}","{""body"":""Also hearing @natashajbarnes sing \""Who Are You Now\"" & \""The Music That Makes Me Dance\"" had me in tears""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":113,""verified"":false,""status_count"":465}}","{""longitude"":-2.58539,""country"":""GB"",""latitude"":51.45790063398809}","{""body"":""Pretend To Read Your Emails https://t.co/4aGqeHOEDc via @MRPORTERLIVE""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":805,""verified"":false,""status_count"":54239}}","{""longitude"":-0.09263300000000001,""country"":""GB"",""latitude"":51.35895133231162}","{""body"":""@Nahbabez jealousy isn't the best icing for your cake""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":351,""verified"":false,""status_count"":1565}}","{""longitude"":-0.46634600000000004,""country"":""GB"",""latitude"":52.028608006764934}","{""body"":""@cat_bygrave you're tipsy X ily 😂❤️""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":293,""verified"":false,""status_count"":30595}}","{""longitude"":-0.17311500000000005,""country"":""GB"",""latitude"":51.5248433429905}","{""body"":""i've got friends to help me through, i'd rather be with them than youuu ✌🏼️☺️""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":115,""verified"":false,""status_count"":2252}}","{""longitude"":-4.3614325,""country"":""GB"",""latitude"":52.21206823137265}","{""body"":""@brianmoore666 @MKFFC @Fraser1874 Doh!""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":98,""verified"":false,""status_count"":6}}","{""longitude"":0.21058950000000004,""country"":""GB"",""latitude"":51.560607684597755}","{""body"":""https://t.co/m27FhNEQdo""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":437,""verified"":false,""status_count"":7009}}","{""longitude"":-0.7377640000000001,""country"":""GB"",""latitude"":51.61785957420364}","{""body"":""Pls don't think you're prestige bless😊""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":0,""verified"":false,""status_count"":288}}","{""longitude"":-3.17453384,""country"":""GB"",""latitude"":51.48470686}","{""body"":""Lotto results for Wednesday, June 1: National Lottery winning numbers from the… https://t.co/sgKrHaD5be #Cymru https://t.co/qpAxneUWqj""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1029,""verified"":false,""status_count"":7432}}","{""longitude"":-3.3319890000000005,""country"":""GB"",""latitude"":53.132971576765556}","{""body"":""My #TeenChoice and #nextbigthing is @TheTide \n\n@TheTideLevi \n@TheTideDrew \n@TheTideNate \n@TheTideAustin \n\nRT☄💕🙆🏻💕 https://t.co/rOKxbejsfL""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":227,""verified"":false,""status_count"":23133}}","{""longitude"":-1.8361299999999998,""country"":""GB"",""latitude"":54.85516906646893}","{""body"":""@joe_mcelhone fuck off am lush now""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":2061,""verified"":false,""status_count"":29256}}","{""longitude"":-1.299116,""country"":""GB"",""latitude"":50.91464801183099}","{""body"":""Alan shearer's euro 96 what a great documentary made me think what if like it did 20 years ago #euro96rewind""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":147,""verified"":false,""status_count"":5182}}","{""longitude"":-0.19371950000000002,""country"":""GB"",""latitude"":51.451674884083495}","{""body"":""Ostatnio na Putney przejeżdżało coś takiego. https://t.co/EsNkNGeXzP""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":257,""verified"":false,""status_count"":8326}}","{""longitude"":-0.3069960000000001,""country"":""GB"",""latitude"":51.44054535039476}","{""body"":""@Vatrous @_tornewcomb @hxyleigh_ ;]""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":0,""verified"":false,""status_count"":289}}","{""longitude"":-3.17453384,""country"":""GB"",""latitude"":51.48470686}","{""body"":""What's in your Argus: Thursday, June 2, 2016 https://t.co/SYnD5tPz3V #Cymru https://t.co/6vwH0MrEAZ""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":499,""verified"":false,""status_count"":28834}}","{""longitude"":-2.168761,""country"":""GB"",""latitude"":53.85664850426875}","{""body"":""I've seen it coming for a while.... 😉 https://t.co/gj58dowhW1""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":358,""verified"":false,""status_count"":30396}}","{""longitude"":-0.29743,""country"":""GB"",""latitude"":51.51476447266411}","{""body"":""😂😂😂 https://t.co/rdtMdNX5gC""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":314,""verified"":false,""status_count"":18871}}","{""longitude"":-6.290965500000001,""country"":""GB"",""latitude"":54.86376699902865}","{""body"":""The BB is a bit like the RA if you think about it... 😂🙄""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":292,""verified"":false,""status_count"":12504}}","{""longitude"":-3.412191,""country"":""GB"",""latitude"":53.29861787089648}","{""body"":""@emsbatey @Gareth_Gates Aww that's lovely Emma xxxx Viv xx""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":51,""verified"":false,""status_count"":399}}","{""longitude"":-0.445072,""country"":""GB"",""latitude"":51.6510719073029}","{""body"":""@dilandattaniMYP it's dead?""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":155,""verified"":false,""status_count"":30396}}","{""longitude"":-0.17311500000000005,""country"":""GB"",""latitude"":51.5248433429905}","{""body"":""วันอังคารหน้าถึงจะแบบอุณหภูมิต่ำสุดของวันนั้นคืออุณหภูมิสูงสุดของวันนี้ (14องศา) แม่งงง""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1022,""verified"":false,""status_count"":95783}}","{""longitude"":-4.2417515,""country"":""GB"",""latitude"":55.85839558130999}","{""body"":""a white walker, that's me""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":319,""verified"":false,""status_count"":94636}}","{""longitude"":-1.5654900000000003,""country"":""GB"",""latitude"":53.802038177843606}","{""body"":""@Moheedee I know!!! I cannot wait :3""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":713,""verified"":false,""status_count"":2841}}","{""longitude"":-0.4675694999999999,""country"":""GB"",""latitude"":51.75228868262215}","{""body"":""Actually really excited for the zoo tomorrow because I'm mentally about 5 🦁🐯🐵🐧🐻 https://t.co/9laBe8oNKB""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1410,""verified"":false,""status_count"":44840}}","{""longitude"":-0.055731,""country"":""GB"",""latitude"":51.71832954962456}","{""body"":""At 52 im FUBAR then https://t.co/lfNswrQIeN""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":322,""verified"":false,""status_count"":1479}}","{""longitude"":-1.5085449999999998,""country"":""GB"",""latitude"":53.6792051971325}","{""body"":""Six hundred thousand people want to ban him coming to UK this makes CAMORON AN HYPOCRITE .BE CAREFUL WE DON'T WANT TO UPSET MUSLIM MAJORITY""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":554,""verified"":false,""status_count"":21110}}","{""longitude"":-0.07060350000000003,""country"":""GB"",""latitude"":51.46469310439313}","{""body"":""Why can't everyone just be cool?""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":889,""verified"":false,""status_count"":4732}}","{""longitude"":-0.09916350000000003,""country"":""GB"",""latitude"":51.64530734401061}","{""body"":""@fertile_shire No worries kidda. Still enjoying it like 😊""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":631,""verified"":false,""status_count"":3597}}","{""longitude"":-0.36439800000000006,""country"":""GB"",""latitude"":51.81256441505724}","{""body"":""😌😌😌""}","{""sentiment"":0,""platform"":""twitter""}"
